Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
San Antonio Express-News,@ExpressNews,2024-10-16T23:45:36.000Z,True,"San Antonio International Airport is on the cusp of securing the nonstop service to Washington, D.C., that local political and business leaders have been after for decades.⁠ https://l8r.it/5H6x",0,0,2,352,[],[],[],https://pbs.twimg.com/profile_images/1744388022471135232/PBlenH4S_normal.jpg,https://x.com/ExpressNews/status/1846699041477869773,tweet_id:1846699041477869773
PTV News,@PTVNewsOfficial,2024-10-14T15:20:41.000Z,True,Prime Minister Muhammad Shehbaz Sharif and Chinese Premier H. E. Li Qiang unveiling a plaque to mark the completion of New Gawadar International Airport.#SCO2024 #SCOPakistan #SCOSummit2024 #China,0,5,20,988,"['#SCO2024', '#SCOPakistan', '#SCOSummit2024', '#China']",['@cmshehbaz'],[],https://pbs.twimg.com/profile_images/1813783203800297472/zQqbLKSD_normal.jpg,https://x.com/PTVNewsOfficial/status/1845847202197020681,tweet_id:1845847202197020681
Somoy TV,@somoytv,2024-10-16T09:06:19.000Z,True,"তুরস্কের দুর্যোগ ও জরুরি ব্যবস্থাপনা কর্তৃপক্ষ (এএফএডি) জানিয়েছে, ভূমিকম্পটি স্থানীয় সময় সকাল ১০টা ৪৬ মিনিটে মালটিয়া রাজ্যে অনুভূত হয়। এর কেন্দ্রস্থল....

বিস্তারিত :  https://somoynews.tv/news/2024-10-16/tKRsJ3XY…#International #news #somoytv",1,3,15,661,"['#International', '#news', '#somoytv']",[],[],https://pbs.twimg.com/profile_images/1382563547469676544/U70E7-PZ_normal.jpg,https://x.com/somoytv/status/1846477765266260233,tweet_id:1846477765266260233
Screen International,@Screendaily,2024-10-08T23:01:09.000Z,True,Independent Film Tax Credit gets official greenlight from UK government,1,51,71,17K,[],[],[],https://pbs.twimg.com/profile_images/603893356456845313/1TR3Fvp9_normal.jpg,https://x.com/Screendaily/status/1843788753242091827,tweet_id:1843788753242091827
China Xinhua News,@XHNews,2024-10-12T15:12:47.000Z,True,A senior Chinese official met on Saturday with international media leaders in Beijing as they gathered for the sixth World Media Summit http://xhtxs.cn/XPD,1,10,9,5.8K,[],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1845120437795041451,tweet_id:1845120437795041451
NBC DFW,@NBCDFW,2024-10-16T17:00:27.000Z,True,"Child porn investigation reveals former Christian school employee paid students for content, court docs show",5,9,11,4.8K,[],[],[],https://pbs.twimg.com/profile_images/1496173596716281865/jvdZTuVF_normal.jpg,https://x.com/NBCDFW/status/1846597083710533847,tweet_id:1846597083710533847
NBC DFW,@NBCDFW,2024-10-13T01:00:13.000Z,True,"Donald Trump promises the biggest deportation event the U.S. has ever seen if he is elected. His plan is based on the notion that immigrants are taking ""Black jobs"" and ""Hispanic jobs.""",46,13,71,11K,[],[],[],https://pbs.twimg.com/profile_images/1496173596716281865/jvdZTuVF_normal.jpg,https://x.com/NBCDFW/status/1845268269453689008,tweet_id:1845268269453689008
Gully Foyle #UKTrade,@TerraOrBust,2024-10-15T07:00:01.000Z,True,"INVESTMENT: The government confirmed yesterday that £63 Billion of investment has been secured from multiple international sources, over the coming years.

Though much of this was already in flight, it is still good news that it continues.#UKGoodNews",8,19,89,1.9K,['#UKGoodNews'],[],[],https://pbs.twimg.com/profile_images/1572068120042283008/svpem-c2_normal.jpg,https://x.com/TerraOrBust/status/1846083590418821432,tweet_id:1846083590418821432
موسكو | MOSCOW NEWS,@M0SC0W0,2024-10-11T10:30:30.000Z,True,مركبة امريكيه أخرى من طراز International M1224 MaxxPro MRAP تابعة للقوات المسلحة الأوكرانية مدمرة بالقرب من قرية بافلوفكا في منطقة دونيتسك.,1,17,100,10K,[],[],"['\\u203c\\ufe0f', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1715676075202670592/Anw8DH5z_normal.jpg,https://x.com/M0SC0W0/status/1844687009492664393,tweet_id:1844687009492664393
BLISSOO NEWS,@blissoonews_,2024-10-12T10:27:34.000Z,False,"#JISOO recently filed an application for an international trademark for ‘BLISSOO’ in the USA, EU, China, Japan, and Thailand.#JISOO  #BLISSOO",8,772,2.5K,41K,"['#JISOO', '#JISOO', '#BLISSOO']",['@officialBLISSOO'],[],https://pbs.twimg.com/profile_images/1843660409699504128/M-poXWFa_normal.jpg,https://x.com/blissoonews_/status/1845048658707804642,tweet_id:1845048658707804642
World News Tonight,@ABCWorldNews,2024-10-12T00:30:00.000Z,True,A stunning discovery by a documentary team on Mount Everest may have solved the century-old mystery disappearance of a famed climber who had been attempting to be the first to summit Mount Everest—30 years before Sir Edmund Hillary. Trevor Ault reports. https://trib.al/YXLzrX5,10,23,40,5.4K,[],[],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1844898277646533114,tweet_id:1844898277646533114
All India Radio News,@airnewsalerts,2024-10-14T07:30:26.000Z,True,"India to host World Telecommunication Standardization Assembly (WTSA) of the International Telecommunication Union at Bharat Mandapam in #NewDelhi from tomorrow. This is the first time, #India is hosting this event.#ITUWTSA   #WTSAIndia   #ITUGSS",1,10,28,2.6K,"['#NewDelhi', '#India', '#ITUWTSA', '#WTSAIndia', '#ITUGSS']",[],[],https://pbs.twimg.com/profile_images/1554332392952713216/n2eh2njK_normal.jpg,https://x.com/airnewsalerts/status/1845728860429488482,tweet_id:1845728860429488482
Global Citizen,@GlblCtzn,2024-10-12T13:44:00.000Z,True,"Our democracy relies on factual, accessible news sources. Keep independent media strong & effective; join the call to fund The International Fund for Public Interest Media TODAY!",2,11,39,4.1K,[],[],[],https://pbs.twimg.com/profile_images/1519316208830631936/Ho4OU63x_normal.jpg,https://x.com/GlblCtzn/status/1845098094116970850,tweet_id:1845098094116970850
Bhavika Kapoor,@BhavikaKapoor5,2024-10-13T01:09:50.000Z,True,"This is disgusting. 

India should have signed the letter.",18,97,200,3.2K,[],[],[],https://pbs.twimg.com/profile_images/1799584615755317248/59-t-PB7_normal.jpg,https://x.com/BhavikaKapoor5/status/1845270690640843021,tweet_id:1845270690640843021
Al Jazeera English,@AJEnglish,2024-10-12T15:08:14.000Z,True,"""Only a two-state solution and respect for international law can provide lasting stability and security in the Middle East.""

Norway has slammed Israel’s “brutal warfare” in Gaza, accusing it of violating the rules of war. LIVE updates: http://aje.io/besk3m",24,81,201,40K,[],[],['\\U0001f534'],https://pbs.twimg.com/profile_images/1818213127286087680/CtPVxlPF_normal.jpg,https://x.com/AJEnglish/status/1845119293945483437,tweet_id:1845119293945483437
Dr. Sandra Steingraber,@ssteingraber1,2024-10-08T17:11:45.000Z,False,"Why am I finding out FROM A BRITISH NEWSPAPER that the new State of the Climate report—an international effort directed by a US scientist—just dropped?

Anyway, 25 of 35 planetary vital signs are in trouble.

Perilous times on planet Earth says new report",16,113,227,4.3K,[],[],[],https://pbs.twimg.com/profile_images/1713980394385596416/BFBdq-UV_normal.jpg,https://x.com/ssteingraber1/status/1843700825714999317,tweet_id:1843700825714999317
Chinese Mission to UN,@Chinamission2un,2024-10-11T19:27:47.000Z,True,President Xi Jinping met with foreign guests attending the China International Friendship Conference and conference marking the 70th founding anniversary of the Chinese People's Association for Friendship with Foreign Countries (CPAFFC) on Friday.https://english.news.cn/20241011/d8dbc666ebea473eb3981ebe06fc6409/c.html…,6,11,41,1.2K,[],[],[],https://pbs.twimg.com/profile_images/741013709032562688/mx0qFNMB_normal.jpg,https://x.com/Chinamission2un/status/1844822222772293899,tweet_id:1844822222772293899
GMA Integrated News,@gmanews,2024-10-09T01:49:34.000Z,True,"TINGNAN: Hurricane Milton na Category 5 storm, kita mula sa International Space Station.

Mahigit isang milyong tao, kabilang ang libu-libong Pilipino, ang pinapa-evacuate na ng mga opisyales sa United States bago pa man ito tumama sa Florida. NASA/Matthew Dominick via",5,31,72,29K,[],[],['\\U0001f4f7'],https://pbs.twimg.com/profile_images/1700474798563110912/l146nN3-_normal.jpg,https://x.com/gmanews/status/1843831135622803606,tweet_id:1843831135622803606
Daily News Egypt,@DailyNewsEgypt,2024-10-15T13:57:21.000Z,True,Egypt’s President Abdel Fattah Al-Sisi welcomes Saudi Crown Prince Mohammed bin Salman upon his arrival at Cairo International Airport #Egypt #SaudiArabia,23,60,212,36K,"['#Egypt', '#SaudiArabia']",[],"['\\U0001f1ea\\U0001f1ec', '\\U0001f1f8\\U0001f1e6']",https://pbs.twimg.com/profile_images/1841496035266277376/R5DRi7-i_normal.jpg,https://x.com/DailyNewsEgypt/status/1846188617284149647,tweet_id:1846188617284149647
The International Magazine,@TheIntlMagz,2023-05-09T19:03:07.000Z,False,Breaking News| Pakistan blocks social media platforms and shuts down internet services in all major cities.,17,278,429,69K,[],[],[],https://pbs.twimg.com/profile_images/1306888374595141633/B1xgyiVy_normal.jpg,https://x.com/TheIntlMagz/status/1656011936319029248,tweet_id:1656011936319029248
The Global O.A,@a_funmibi,2024-10-16T18:46:39.000Z,False,"Mama, I’m already on the Stanford website as one of 6 students chosen to feature on the page! I only just got here! https://fsi.stanford.edu/news/meet-ford-dorsey-masters-international-policy-class-2026…",61,205,1.9K,47K,[],[],"['\\U0001f970', '\\U0001f970', '\\U0001f970', '\\U0001f973', '\\U0001f973', '\\U0001f973', '\\U0001f973', '\\U0001f973']",https://pbs.twimg.com/profile_images/1820857216250851338/kLUFpkZ7_normal.jpg,https://x.com/a_funmibi/status/1846623811304935670,tweet_id:1846623811304935670
Press Trust of India,@PTI_News,2024-10-11T04:51:07.000Z,True,VIDEO | Samajwadi Party workers protest in Lucknow against the UP government for allegedly barring the main gate Jayaprakash Narayan International Centre behind tin sheets apparently to prevent entry of Akhilesh Yadav.#SamajwadiParty #Lucknow(Full video available on PTI,4,15,58,5K,"['#SamajwadiParty', '#Lucknow']",[],[],https://pbs.twimg.com/profile_images/1618421776794677248/EYJex5NK_normal.jpg,https://x.com/PTI_News/status/1844601602293784576,tweet_id:1844601602293784576
China Xinhua News,@XHNews,2024-10-16T12:54:29.000Z,True,"South Africa has condemned Israel's bombing of Lebanon as a ""grave violation of international law."" http://xhtxs.cn/XXj",3,3,5,3.7K,[],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1846535183979135335,tweet_id:1846535183979135335
ssʍǝuƃoןqʎpɐן,@ladyblognewss,2024-10-12T15:37:30.000Z,True,"Licensing International reveals Season 6 of ‘MIRACULOUS TALES OF LADYBUG & CHAT NOIR’ is set to start delivery. 

(Source: https://licensinginternational.org/news/brazils-bobs-brings-miraculous-corps-miraculous-the-adventures-of-ladybug-and-cat-noir-to-its-restaurants-to-celebrate-childrens-month/…)",12,110,851,21K,[],[],[],https://pbs.twimg.com/profile_images/1609337812217626632/OQx7lDil_normal.jpg,https://x.com/ladyblognewss/status/1845126656186306686,tweet_id:1845126656186306686
Sky News,@SkyNews,2024-10-14T15:39:46.000Z,True,"'My optimism for Britain burns brighter than ever... We're ending years of instability and uncertainty. Britain is open for business once again.'
  delivers her speech at the 2024 International Investment Summithttps://trib.al/nPU2n5B Sky 501 and YouTube",303,69,131,108K,[],['@RachelReevesMP'],['\\U0001f4fa'],https://pbs.twimg.com/profile_images/1604907328242962433/P_79at43_normal.jpg,https://x.com/SkyNews/status/1845852002489651279,tweet_id:1845852002489651279
MUMBAI NEWS,@Mumbaikhabar9,2024-10-09T16:31:18.000Z,True,"𝐑𝐢𝐜𝐤𝐬𝐡𝐚𝐰𝐬 𝐟𝐥𝐞𝐞𝐜𝐞 𝐩𝐚𝐬𝐬𝐞𝐧𝐠𝐞𝐫𝐬 𝐚𝐭 𝐀𝐢𝐫𝐩𝐨𝐫𝐭𝐬 𝐓𝟐 𝐭𝐞𝐫𝐦𝐢𝐧𝐚𝐥 |
Rickshaws are illegally parked on the bus stop at T2 terminal in Sahar. What is the Mumbai International Airport Ltd security doing!, asks Janta Ka Bhala.",44,140,595,43K,[],[],[],https://pbs.twimg.com/profile_images/1380020811973582853/r0HphHp4_normal.jpg,https://x.com/Mumbaikhabar9/status/1844053030741962771,tweet_id:1844053030741962771
Abdul Ghaffar,@GhaffarDawnNews,2024-10-14T21:07:09.000Z,True,"Babar Azam International hundred list 
Just a SLAP to those",191,167,1.1K,57K,[],[],[],https://pbs.twimg.com/profile_images/1704792441209942016/03yESbgT_normal.jpg,https://x.com/GhaffarDawnNews/status/1845934393228943428,tweet_id:1845934393228943428
ABC News,@ABC,2024-10-08T17:24:54.000Z,True,"BREAKING: Israeli officials claimed Tuesday that their forces have killed the replacement for Hezbollah leader Hassan Nasrallah.

Read more: https://trib.al/mr9uTHw",25,33,97,29K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1843704134349840744,tweet_id:1843704134349840744
The Analyzer (News Updates),@Indian_Analyzer,2024-10-08T15:17:09.000Z,True,"PM Narendra Modi:
""Many Conspiracies are being hatched against India's Economic & Social well-being. INTERNATIONAL CONSPIRACIES are going on.
~ I say with much Seriousness, Congress is involved in these conspiracies.""PM hardly says such things publicly without proper facts.",45,2.6K,8.7K,176K,[],[],['\\U0001f92f'],https://pbs.twimg.com/profile_images/1568246565768404999/99iaARqG_normal.jpg,https://x.com/Indian_Analyzer/status/1843671985039269892,tweet_id:1843671985039269892
Somoy TV,@somoytv,2024-10-16T01:04:43.000Z,True,"ফ্রান্সের প্রেসিডেন্ট ইমানুয়েল ম্যাক্রোঁ বলেছেন, ই'স'রা'ই'লে'র প্রধানমন্ত্রী বেনিয়ামিন নেতানিয়াহুর এটা ভুলে যাওয়া উচিত নয় যে, তার দেশটি সৃষ্টি হয়েছিল জাতিসংঘ গৃহীত একটি প্রস্তাবের ফলে....

বিস্তারিত: https://somoynews.tv/news/2024-10-16/4DT4ZuDQ…#internationalnews #newsupdate #somoytv",19,36,713,9.6K,"['#internationalnews', '#newsupdate', '#somoytv']",[],[],https://pbs.twimg.com/profile_images/1382563547469676544/U70E7-PZ_normal.jpg,https://x.com/somoytv/status/1846356563403198535,tweet_id:1846356563403198535
ABS-CBN News,@ABSCBNNews,2024-10-16T23:30:00.000Z,True,"A card that bestows Filipino queer couples the legal right to make decisions in healthcare-related situations earned an international recognition.

READ: https://news.abs-cbn.com/lifestyle/2024/10/16/qc-govts-right-to-care-card-for-queer-couple-wins-good-design-award-2111…",0,9,32,3.3K,[],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1846695116347768934,tweet_id:1846695116347768934
UN Women,@UN_Women,2024-10-11T14:03:32.000Z,True,"It's #DayOfTheGirl and here are some FACTS:119.3 million girls are out of school9 million girls will be married as child brides by 2030

Despite these challenges, girls continue to challenge the status quo.See how adolescent girls are doing it: http://unwo.men/giPJ50TJ3xH",74,342,537,27K,['#DayOfTheGirl'],[],"['\\U0001f614', '\\U0001f614', '\\U0001f449']",https://pbs.twimg.com/profile_images/1401969804496486401/8Va-Ar11_normal.jpg,https://x.com/UN_Women/status/1844740623791743263,tweet_id:1844740623791743263
